,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_pca__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
10,1.7406193733215332,0.2593175560232383,0.009375333786010742,0.007654928047175425,0.1,"(50, 50)",32,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 32}",0.9158576894047835,0.922629593346812,0.9091386389171823,0.9230864222940294,0.9247967479674787,0.9190990422809137,0.005839687465200447,100,0.9351817159985001,0.9244669547193034,0.9282050469114064,0.9436791154288022,0.9408216355441118,0.9344708937204249,0.007279672641335089
11,1.6499923706054687,0.46040460785288595,0.00937514305114746,0.007654772278158926,0.1,"(50, 50)",35,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 35}",0.9260879050102321,0.9300957041533746,0.9187469003141017,0.9255055716054479,0.8883683020171526,0.917772590782482,0.015133597356608198,112,0.945943013178586,0.9464367059205541,0.9363401731288034,0.9373440168133421,0.8994073592625039,0.933094253660758,0.017358081620369985
12,1.9781160831451416,0.6526408105165931,0.012500762939453125,0.006250381515198522,0.1,"(50, 50)",38,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 38}",0.8745846153846152,0.9252431472029087,0.9282143488156979,0.9209210241392467,0.9317748828587603,0.916129842727614,0.02109557432661782,123,0.9116504758095687,0.952400495184575,0.9523281347529485,0.9470157599025671,0.9383001032417296,0.9403389937782778,0.01523802258315735
13,1.6781208038330078,0.2829103516629879,0.006249761581420899,0.007654363444636746,0.1,"(50, 50)",41,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 41}",0.902455090135902,0.9288777993153794,0.9272641952135148,0.9257704387847127,0.9363504281430638,0.9241330638160279,0.011442848991316597,46,0.930381574289614,0.9428536582060596,0.9470961124033246,0.9440406185342447,0.9432039374940588,0.9415151801854604,0.005764117420332494
14,1.7999931812286376,0.4441892863989093,0.0062500953674316405,0.007654772342021492,0.1,"(50, 50)",44,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 44}",0.9200189890400212,0.9395383971499445,0.915241337026153,0.9151443420984924,0.9298998569384825,0.9239655158581036,0.00945727247723317,51,0.9599245427086016,0.9456855302169792,0.9250773542677425,0.9524237690085728,0.9454606633967084,0.9457143719197209,0.01160083325086252
15,1.6312432289123535,0.5476865555985377,0.006250715255737305,0.007655531514735891,0.1,"(50, 50)",47,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 47}",0.9236507558253985,0.9414264787802514,0.8970528171284853,0.9218815839508333,0.9320587231136896,0.9232114605897663,0.014806592301111404,61,0.9456307933610161,0.9326394859083105,0.9182222898496547,0.9633584027218175,0.9501383669165087,0.9419978677514613,0.015418143498149153
16,1.6437464714050294,0.46607506653573616,0.0,0.0,0.1,"(50, 50)",50,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 50}",0.913646700465252,0.9349941849788823,0.9275401797875239,0.9267199074313227,0.9262557890986809,0.9258274364862972,0.006878127531530107,36,0.9426725741536162,0.9465259355421315,0.9384162895927566,0.9486432471040963,0.9630829818456514,0.9478682056476504,0.008369290254032281
17,1.5374934196472168,0.1353519996368957,0.0031253814697265623,0.006250762939453125,0.1,"(50, 50)",53,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 53}",0.9170701705922515,0.9349941849788823,0.9337686567164178,0.9279374340512694,0.9259992085476839,0.9279511579841473,0.006416098979127728,24,0.9458078566044047,0.9496060938539821,0.9461273312998889,0.9533559840694796,0.9483703295343349,0.9486535190724179,0.002741539407758953
18,3.5968664646148683,1.8132597889627122,0.015624427795410156,0.017116068800439845,0.1,"(50, 50)",57,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 57}",0.9279935609031243,0.9398650450191768,0.9392927653680369,0.9310270314766986,0.9247967479674786,0.9325960229459512,0.0060348415071370095,5,0.9479412298204234,0.9537835324350888,0.9443131335499554,0.9482058585224793,0.9700936769342854,0.9528674862524464,0.009129693441745695
19,0.2374962329864502,0.02500014311231063,0.0,0.0,0.1,"(50,)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'pca__n_components': 2}",0.8380492330331577,0.8744026441548599,0.8377908100792678,0.8628408628408629,0.8770528184642683,0.8580151607997533,0.017099639026504698,364,0.8599776630043066,0.8516735200740311,0.8618108186288604,0.8593850357931033,0.8632288053970659,0.8592151685794734,0.004008326196312513
